round,train_loss,mean_reward,success_rate,policy_entropy,cpu_usage,gpu_usage,network_mb,train_time,total_latency
110,20.839223,1204.2134,0.0,0.0595,40.71,0.0,12.163,0.0,14.68
111,20.127499,1294.8285,0.0,0.0595,40.64,0.0,12.129,0.0,14.63
112,20.253493,1520.4458,0.0,0.0595,40.29,0.0,12.334,0.0,16.8
113,19.242335,1509.8455,0.0,0.0586,40.57,0.0,12.135,0.0,14.66
114,19.998636,1286.4256,0.0,0.0584,40.05,0.0,12.143,0.0,14.78
115,19.960255,1187.0528,0.0,0.0585,40.6,0.0,12.134,0.0,14.11
116,19.773658,1120.5235,0.0,0.0577,40.81,0.0,12.131,0.0,13.97
117,20.064673,1201.8685,0.0,0.0577,40.6,0.0,12.143,0.0,14.91
118,19.533045,1210.3288,0.0,0.0573,40.59,0.0,12.136,0.0,14.57
119,19.614802,1531.0115,0.0,0.0571,40.6,0.0,12.135,0.0,14.67
120,19.584438,1741.3158,0.0,0.0569,27.09,0.0,16.737,0.0,105.84
121,19.446134,1395.2632,0.0,0.057,29.52,0.0,18.382,0.0,138.37
122,19.313636,1423.2801,0.0,0.0567,26.78,0.0,17.445,0.0,113.51
123,19.587324,1386.3085,0.0,0.0563,29.82,0.0,15.986,0.0,92.98
124,19.00349,1243.1764,0.0,0.0561,31.58,0.0,29.321,0.0,121.85
125,19.587678,1623.605,0.0,0.0557,65.67,0.0,12.832,0.0,28.28
126,18.380965,1111.9092,0.0,0.0547,65.81,0.0,12.824,0.0,31.83
127,18.292489,1118.729,0.0,0.0544,66.96,0.0,12.837,0.0,31.93
128,18.57062,1255.6188,0.0,0.0537,66.25,0.0,12.129,0.0,28.81
129,18.902793,1269.163,0.0,0.0539,67.04,0.0,12.849,0.0,34.4
130,18.942251,1437.9526,0.0,0.0536,66.8,0.0,12.832,0.0,31.62
131,18.610859,1520.7742,0.0,0.053,66.29,0.0,12.836,0.0,32.57
132,18.133304,1631.8009,0.0,0.0522,67.55,0.0,12.824,0.0,26.5
133,18.262539,1326.5545,0.0,0.0517,67.01,0.0,12.123,0.0,23.08
134,18.905938,1285.6945,0.0,0.0516,67.96,0.0,12.133,0.0,25.54
135,17.932816,1379.1277,0.0,0.0512,66.32,0.0,13.534,0.0,30.71
136,17.887495,1489.6982,0.0,0.0512,66.72,0.0,12.835,0.0,33.41
137,17.962625,1395.1543,0.0,0.0507,66.25,0.0,12.837,0.0,31.24
138,17.888183,1457.8022,0.0,0.0502,66.56,0.0,12.839,0.0,34.68
139,17.508691,1422.8884,0.0,0.0497,66.3,0.0,12.826,0.0,28.19
140,16.517136,1413.0205,0.0,0.0495,60.38,0.0,16.172,0.0,82.67
141,17.574766,1442.3833,0.0,0.0497,60.41,0.0,13.783,0.0,49.69
142,15.912514,1639.6569,0.0,0.0492,62.89,0.0,13.089,0.0,42.95
143,16.929778,1769.0432,0.0,0.0488,61.73,0.0,13.774,0.0,42.95
144,17.225397,1685.514,0.0,0.0482,60.67,0.0,16.182,0.0,98.12
145,16.366137,1579.2678,0.0,0.0479,66.44,0.0,12.91,0.0,36.76
146,17.645973,1604.7966,0.0,0.0483,66.85,0.0,13.602,0.0,34.35
147,16.441634,1676.4182,0.0,0.0475,65.85,0.0,12.918,0.0,27.48
148,16.161638,1445.9033,0.0,0.0467,65.02,0.0,12.841,0.0,33.92
149,16.475552,1649.8862,0.0,0.0462,66.61,0.0,12.835,0.0,30.84
150,15.659209,1345.3756,0.0,0.0458,66.64,0.0,12.131,0.0,23.67
